name,taxonomy_id,taxonomy_lvl,kraken_assigned_reads,added_reads,new_est_reads,fraction_total_reads
Corynebacterium testudinoris,136857,S,187,13,200,0.00002
Sphingobacterium mizutaii,1010,S,252,15,267,0.00003
Phycisphaera mikurensis,547188,S,174,0,174,0.00002
Lactobacillus lindneri,53444,S,61,2,63,0.00001
Sodalis praecaptivus,1239307,S,81,65,146,0.00001
Amycolatopsis keratiniphila,129921,S,55,101,156,0.00002
Selenomonas sp. oral taxon 478,712538,S,64,156,220,0.00002
Halobiforma lacisalsi,229731,S,22,1,23,0
Fusobacterium periodonticum,860,S,391,90,481,0.00005
Paucibacter sp. KCTC 42545,1768242,S,3548,591,4139,0.00041
Desulfosporosinus meridiei,79209,S,64,6,70,0.00001
Corynebacterium sp. ATCC 6931,1487956,S,119,32,151,0.00001
Microlunatus soli,630515,S,466,14,480,0.00005
Pseudomonas mediterranea,183795,S,502,92,594,0.00006
Chelatococcus daeguensis,444444,S,546,267,813,0.00008
Sphingobium yanoikuyae,13690,S,5179,1178,6357,0.00063
Chromobacterium sp. ATCC 53434,2059672,S,485,101,586,0.00006
Pseudomonas syringae,317,S,2442,1919,4361,0.00043
Chromobacterium sp. IIBBL 274-1,2202142,S,108,806,914,0.00009
Enterobacteriaceae bacterium w17,2282309,S,193,55,248,0.00002
Rhodococcus sp. 2G,1570939,S,60,133,193,0.00002
Intrasporangium calvum,53358,S,683,91,774,0.00008
Pseudoarcobacter ellisii,913109,S,2536,572,3108,0.00031
Bacillus sp. X1(2014),1565991,S,112,14,126,0.00001
Salmonella virus FelixO1,1985310,S,25,21,46,0
Nitrosospira multiformis,1231,S,156,13,169,0.00002
Bacteroides coprosuis,151276,S,254,2,256,0.00003
Belliella baltica,232259,S,260,32,292,0.00003
Leuconostoc mesenteroides,1245,S,841,261,1102,0.00011
Cyanothece sp. PCC 7822,497965,S,63,12,75,0.00001
Streptococcus constellatus,76860,S,575,173,748,0.00007
Sphingobacteriaceae bacterium GW460-11-11-14-LB5,1986952,S,91,6,97,0.00001
Malacobacter mytili,603050,S,453,25,478,0.00005
Thiocystis violascens,73141,S,410,27,437,0.00004
Prevotella denticola,28129,S,152,51,203,0.00002
Serratia sp. FGI94,671990,S,97,29,126,0.00001
Gluconobacter oxydans,442,S,236,57,293,0.00003
Labrenzia aggregata,187304,S,127,205,332,0.00003
Methylocystis sp. SC2,187303,S,501,30,531,0.00005
Lactobacillus backii,375175,S,336,51,387,0.00004
Acinetobacter sp. ACNIH2,1758189,S,7041,732,7773,0.00077
Porphyromonas asaccharolytica,28123,S,66,1,67,0.00001
Methanolinea tarda,263906,S,17,0,17,0
Escherichia phage vB_EcoM_Alf5,1873990,S,20,15,35,0
Dietzia sp. JS16-p6b,2052657,S,246,50,296,0.00003
Collinsella aerofaciens,74426,S,75030,2961,77991,0.00769
Methanohalobium evestigatum,2322,S,13,0,13,0
Magnetococcus marinus,1124597,S,110,0,110,0.00001
Phaeobacter gallaeciensis,60890,S,736,433,1169,0.00012
Treponema pedis,409322,S,17,0,17,0
Desulfobacca acetoxidans,60893,S,57,0,57,0.00001
Achromobacter sp. MFA1 R4,1881016,S,863,134,997,0.0001
Pseudomonas sp. 7SR1,1881017,S,680,49,729,0.00007
Streptomyces sp. 3211,1964449,S,36,13,49,0
Winogradskyella sp. PC-19,754417,S,96,19,115,0.00001
Pseudomonas sp. S-6-2,1931241,S,397,4,401,0.00004
Rhizobium sp. 11515TR,2028343,S,1052,85,1137,0.00011
Entomoplasma melaleucae,81459,S,52,31,83,0.00001
Virgibacillus necropolis,163877,S,35,1,36,0
Thermobaculum terrenum,166501,S,42,0,42,0
Aeromonas dhakensis,196024,S,175,61,236,0.00002
Mogibacterium pumilum,86332,S,220,68,288,0.00003
Spirosoma aerolatum,1211326,S,100,4,104,0.00001
Shigella virus Sb1,1920761,S,120,9,129,0.00001
Solibacillus sp. R5-41,2048654,S,42,8,50,0
Rhodococcus sp. S2-17,1990687,S,280,26,306,0.00003
Hartmannibacter diazotrophicus,1482074,S,1435,134,1569,0.00015
archaeon AArc-Sl,2055893,S,15,1,16,0
Gordonia phage Vivi2,1821564,S,15,0,15,0
Jatrophihabitans sp. GAS493,1907575,S,167,26,193,0.00002
Caldicellulosiruptor hydrothermalis,413888,S,19,15,34,0
Lactobacillus paraplantarum,60520,S,70,2,72,0.00001
[Polyangium] brachysporum,413882,S,2448,312,2760,0.00027
Aurantimicrobium minutum,708131,S,44,15,59,0.00001
Lelliottia jeotgali,1907578,S,735,89,824,0.00008
Sodalis glossinidius,63612,S,148,9,157,0.00002
Crinalium epipsammum,241425,S,17,2,19,0
Hahella chejuensis,158327,S,149,5,154,0.00002
Dyadobacter fermentans,94254,S,113,4,117,0.00001
Thioflavicoccus mobilis,80679,S,383,27,410,0.00004
Gemmatirosa kalamazoonesis,861299,S,232,3,235,0.00002
Lelliottia sp. WB101,2153385,S,1093,125,1218,0.00012
Neisseria sp. 10023,1853278,S,4682,370,5052,0.0005
Calyptogena okutanii thioautotrophic gill symbiont,410330,S,27,6,33,0
endosymbiont of unidentified scaly snail isolate Monju,1248727,S,350,3,353,0.00003
Alteromonas sp. BL110,1714845,S,30,6,36,0
Aquimarina sp. AD1,1714848,S,85,5,90,0.00001
Aquimarina sp. AD10,1714849,S,121,3,124,0.00001
Plautia stali symbiont,891974,S,334,5,339,0.00003
Lactobacillales bacterium,1993866,S,56,0,56,0.00001
Neisseria sp. 10022,1853276,S,4261,300,4561,0.00045
Capnocytophaga sp. oral taxon 864,1316593,S,15,18,33,0
Candidatus Doolittlea endobia,1778262,S,27,0,27,0
Candidatus Hoaglandella endobia,1778263,S,17,0,17,0
Candidatus Mikella endobia,1778264,S,23,4,27,0
Fervidobacterium pennivorans,93466,S,18,4,22,0
Streptococcus lutetiensis,150055,S,1424,2803,4227,0.00042
Candidatus Protochlamydia naegleriophila,389348,S,132,21,153,0.00002
Anaeromyxobacter sp. Fw109-5,404589,S,288,19,307,0.00003
Aneurinibacillus sp. XH2,1450761,S,64,3,67,0.00001
Carboxydocella thermautotrophica,178899,S,78,0,78,0.00001
Gloeocapsa sp. PCC 7428,1173026,S,29,2,31,0
Candidatus Kinetoplastibacterium galatii,994695,S,11,4,15,0
Paracoccus sp. BM15,1529068,S,3261,123,3384,0.00033
Saccharospirillum mangrovi,2161747,S,179,8,187,0.00002
Vibrio casei,673372,S,422,39,461,0.00005
[Clostridium] ultunense,45497,S,183,3,186,0.00002
Candidatus Kinetoplastibacterium desouzaii,994692,S,17,4,21,0
Geodermatophilus obscurus,1861,S,337,68,405,0.00004
Dermatophilus congolensis,1863,S,129,4,133,0.00001
Ottowia sp. oral taxon 894,1658672,S,8186,382,8568,0.00084
Arsenicicoccus sp. oral taxon 190,1658671,S,781,214,995,0.0001
Streptomyces qaidamensis,1783515,S,106,10,116,0.00001
Rhodococcus hoagii,43767,S,433,83,516,0.00005
Campylobacter insulaenigrae,260714,S,20,0,20,0
Herbaspirillum seropedicae,964,S,1020,422,1442,0.00014
Microvirgula aerodenitrificans,57480,S,1109,99,1208,0.00012
Gordonia sp. KTR9,337191,S,1404,331,1735,0.00017
Phreatobacter cathodiphilus,1868589,S,1023,80,1103,0.00011
Streptococcus gallolyticus,315405,S,12321,7485,19806,0.00195
Candidatus Thiodictyon syntrophicum,1166950,S,841,29,870,0.00009
Myxococcus fulvus,33,S,242,179,421,0.00004
Neisseria zoodegmatis,326523,S,6740,732,7472,0.00074
Pseudomonas sabulinigri,472181,S,374,3,377,0.00004
Gordonia phage Cozz,1838066,S,15,0,15,0
Mycoplasma hyorhinis,2100,S,17,5,22,0
Mycoplasma pulmonis,2107,S,16,0,16,0
Lacunisphaera limnophila,1838286,S,525,96,621,0.00006
Escherichia virus ACGM12,1945565,S,27,2,29,0
Shewanella piezotolerans,404011,S,54,1,55,0.00001
Corynebacterium glaucum,187491,S,99,4,103,0.00001
Exiguobacterium sp. ZWU0009,1224749,S,14,47,61,0.00001
Fluviicola taffensis,191579,S,343,2,345,0.00003
Thermanaeromonas toyohensis,161154,S,27,0,27,0
Gemmatimonas phototrophica,1379270,S,93,6,99,0.00001
Clostridium drakei,332101,S,32,1,33,0
Rhodothermus marinus,29549,S,141,10,151,0.00001
Spirosoma pollinicola,2057025,S,75,4,79,0.00001
Sphingopyxis sp. WS5A3p,2054227,S,4565,1288,5853,0.00058
Desulfovibrio gigas,879,S,411,2,413,0.00004
Desulfovibrio desulfuricans,876,S,786,963,1749,0.00017
Sulfitobacter sp. JL08,2070369,S,343,15,358,0.00004
Desulfovibrio africanus,873,S,290,3,293,0.00003
Dichelobacter nodosus,870,S,784,84,868,0.00009
[Pseudomonas] mesoacidophila,265293,S,93,36,129,0.00001
Marinobacter hydrocarbonoclasticus,2743,S,318,52,370,0.00004
Microbacterium testaceum,2033,S,1071,123,1194,0.00012
Ralstonia mannitolilytica,105219,S,2539,1371,3910,0.00039
Halomonas elongata,2746,S,241,6,247,0.00002
Buchnera aphidicola,9,S,177,-42,135,0.00001
Beggiatoa leptomitoformis,288004,S,62,0,62,0.00001
Tropheryma whipplei,2039,S,11,0,11,0
Leuconostoc gelidum,1244,S,159,9,168,0.00002
Acinetobacter schindleri,108981,S,6575,1038,7613,0.00075
Gordonia sp. 1D,1737359,S,553,181,734,0.00007
Desulfococcus multivorans,897,S,373,34,407,0.00004
Desulfomicrobium baculatum,899,S,868,31,899,0.00009
Actinomadura amylolytica,1411117,S,287,72,359,0.00004
Escherichia virus C40,1914204,S,19,63,82,0.00001
Kosakonia sacchari,1158459,S,424,26,450,0.00004
Pusillimonas sp. T7-7,1007105,S,615,56,671,0.00007
Lactobacillus amylolyticus,83683,S,487,15,502,0.00005
Mesorhizobium ciceri,39645,S,1063,1019,2082,0.00021
Shigella virus Shfl2,1914205,S,11,29,40,0
Leptothrix cholodnii,34029,S,4260,872,5132,0.00051
Corynebacterium maris,575200,S,142,4,146,0.00001
Gallaecimonas sp. HK-28,2291597,S,102,2,104,0.00001
Anaerolinea thermophila,167964,S,167,3,170,0.00002
[Eubacterium] rectale,39491,S,103012,6194,109206,0.01076
Frankia sp. QA3,710111,S,116,67,183,0.00002
Marinomonas sp. MWYL1,400668,S,161,11,172,0.00002
Streptomyces sp. P3,2135430,S,146,12,158,0.00002
Pedobacter steynii,430522,S,54,8,62,0.00001
Alcanivorax dieselolei,285091,S,275,18,293,0.00003
Maribacter sp. T28,1836467,S,90,3,93,0.00001
Roseomonas sp. FDAARGOS_362,2018065,S,15536,2712,18248,0.0018
Aeromicrobium sp. A1-2,2107713,S,289,34,323,0.00003
Granulibacter bethesdensis,364410,S,450,11,461,0.00005
Helicobacter hepaticus,32025,S,17,13,30,0
Burkholderia pseudomultivorans,1207504,S,60,66,126,0.00001
Helicobacter cetorum,138563,S,15,0,15,0
Methylobacterium sp. DM1,2067957,S,384,220,604,0.00006
Polaribacter sp. SA4-12,1312072,S,135,15,150,0.00001
Tenacibaculum maritimum,107401,S,87,6,93,0.00001
Mycobacteroides immunogenum,83262,S,1455,265,1720,0.00017
Pseudomonas virus MP1412,1981049,S,27,19,46,0
Mycolicibacter terrae,1788,S,1653,380,2033,0.0002
Aeribacillus pallidus,33936,S,51,33,84,0.00001
Providencia sneebia,516075,S,43,1,44,0
Anoxybacillus flavithermus,33934,S,132,150,282,0.00003
Bacillus cohnii,33932,S,53,3,56,0.00001
Salmonella phage 7-11,1054968,S,28,0,28,0
Mycobacterium marinum,1781,S,161,64,225,0.00002
Helicobacter himalayensis,1591088,S,18,0,18,0
Wenzhouxiangella marina,1579979,S,273,6,279,0.00003
Kushneria konosiri,698828,S,130,25,155,0.00002
Acidiphilium multivorum,62140,S,100,239,339,0.00003
Calothrix parasitica,1973486,S,46,1,47,0
Raoultella ornithinolytica,54291,S,8420,11387,19807,0.00195
Lactobacillus coryniformis,1610,S,487,51,538,0.00005
Chlorobaculum parvum,274539,S,57,5,62,0.00001
Chlorobaculum limnaeum,274537,S,87,10,97,0.00001
Staphylococcus stepanovicii,643214,S,75,3,78,0.00001
Streptomyces sp. GSSD-12,2282738,S,149,14,163,0.00002
Dermabacter vaginalis,1630135,S,129,110,239,0.00002
Erwinia phage vB_EamM-Y2,1051676,S,27,0,27,0
Sulfurospirillum sp. UCH001,1581011,S,1428,58,1486,0.00015
Hymenobacter sp. DG25B,1385664,S,50,40,90,0.00001
Blastochloris viridis,1079,S,780,116,896,0.00009
Rhodopseudomonas palustris,1076,S,7189,1585,8774,0.00086
Listeria welshimeri,1643,S,29,2,31,0
Hyphomicrobium nitrativorans,1427356,S,359,16,375,0.00004
Desulfitobacterium dichloroeliminans,233055,S,116,166,282,0.00003
Methanobrevibacter sp. AbM4,224719,S,82,0,82,0.00001
Chlorobium phaeovibrioides,1094,S,23,1,24,0
Streptomyces alboflavus,67267,S,175,15,190,0.00002
Chlorobium phaeobacteroides,1096,S,139,14,153,0.00002
Chlorobaculum tepidum,1097,S,108,22,130,0.00001
Chlorobium limicola,1092,S,112,5,117,0.00001
Burkholderia sp. BDU8,1385592,S,94,19,113,0.00001
Vibrio fluvialis,676,S,280,17,297,0.00003
Burkholderia sp. BDU6,1385591,S,84,17,101,0.00001
Vibrio parahaemolyticus,670,S,167,34,201,0.00002
Shigella phage SHFML-11,1863008,S,10,43,53,0.00001
Vibrio vulnificus,672,S,209,13,222,0.00002
Grimontia hollisae,673,S,132,2,134,0.00001
Celeribacter ethanolicus,1758178,S,699,492,1191,0.00012
Aeromonas sp. ASNIH5,1758179,S,2580,5999,8579,0.00085
Escherichia virus YD2008s,1981026,S,10,3,13,0
Escherichia virus EK99P1,1981027,S,20,7,27,0
Alkalilimnicola ehrlichii,351052,S,285,16,301,0.00003
Escherichia virus K1H,1911010,S,337,173,510,0.00005
Flavisolibacter tropicus,1492898,S,89,18,107,0.00001
Bradyrhizobium sp. SK17,2057741,S,1504,326,1830,0.00018
Bifidobacterium animalis,28025,S,1778,99,1877,0.00018
Sulfuricella denitrificans,649841,S,562,18,580,0.00006
Sphingomonas hengshuiensis,1609977,S,860,18,878,0.00009
Corynebacterium flavescens,28028,S,94,5,99,0.00001
Escherichia virus TLS,245685,S,14,10,24,0
Gordonibacter pamelaeae,471189,S,2391,563,2954,0.00029
Lactobacillus murinus,1622,S,971,20,991,0.0001
Alloactinosynnema sp. L-07,1653480,S,278,43,321,0.00003
Staphylococcus hyicus,1284,S,29,1,30,0
Brachybacterium faecium,43669,S,251,88,339,0.00003
Zhihengliuella sp. ISTPL4,2058657,S,440,882,1322,0.00013
Bacillus cellulosilyticus,1413,S,44,1,45,0
Turneriella parva,29510,S,77,0,77,0.00001
Geoalkalibacter subterraneus,483547,S,467,294,761,0.00008
Blautia hansenii,1322,S,6109,588,6697,0.00066
Streptococcus acidominimus,1326,S,3783,199,3982,0.00039
Sphingorhabdus sp. M41,1806885,S,205,16,221,0.00002
Streptobacillus moniliformis,34105,S,760,47,807,0.00008
Staphylococcus pseudintermedius,283734,S,99,9,108,0.00001
Herbinix luporum,1679721,S,351,44,395,0.00004
Streptococcus anginosus,1328,S,2471,724,3195,0.00031
Fusobacterium varium,856,S,469,53,522,0.00005
Coxiella burnetii,777,S,51,11,62,0.00001
Lactobacillus bombi,1303590,S,65,0,65,0.00001
Halobacterium hubeiense,1407499,S,20,13,33,0
Pseudomonas virus Ab26,1921547,S,22,13,35,0
Deinococcus geothermalis,68909,S,289,28,317,0.00003
Dehalobacterium formicoaceticum,51515,S,1649,133,1782,0.00018
Kosmotoga olearia,651457,S,23,1,24,0
Halomicronema hongdechloris,1209493,S,39,1,40,0
Jeotgalibaca sp. PTS2502,1903686,S,3259,585,3844,0.00038
Paracoccus yeei,147645,S,19680,12349,32029,0.00316
Lacimicrobium alkaliphilum,1526571,S,106,1,107,0.00001
Tenacibaculum jejuense,584609,S,192,9,201,0.00002
Mesorhizobium opportunistum,593909,S,707,320,1027,0.0001
Dokdonia donghaensis,326320,S,14,9,23,0
Persicobacter sp. JZB09,1085624,S,65,1,66,0.00001
Methanosphaera sp. BMS,1789762,S,15,0,15,0
Moorella thermoacetica,1525,S,120,0,120,0.00001
Pediococcus acidilactici,1254,S,319,20,339,0.00003
Pediococcus pentosaceus,1255,S,257,22,279,0.00003
Enterobacter sp. 638,399742,S,694,28,722,0.00007
Ruminiclostridium cellulolyticum,1521,S,148,3,151,0.00001
Streptomyces sp. TN58,234612,S,98,14,112,0.00001
Actinoplanes friuliensis,196914,S,307,94,401,0.00004
Prauserella marina,530584,S,205,13,218,0.00002
Moraxellaceae bacterium HYN0046,2283318,S,194,0,194,0.00002
Rahnella aquatilis,34038,S,687,709,1396,0.00014
Phaeobacter sp. LSS9,681157,S,45,81,126,0.00001
Caulobacter segnis,88688,S,1396,461,1857,0.00018
Desulfatibacillum alkenivorans,259354,S,248,3,251,0.00002
Klebsiella michiganensis,1134687,S,2152,12415,14567,0.00144
Pseudomonas mendocina,300,S,3537,360,3897,0.00038
Staphylococcus pettenkoferi,170573,S,57,4,61,0.00001
Kangiella koreensis,261964,S,56,3,59,0.00001
Pseudomonas putida,303,S,10230,3813,14043,0.00138
Aminobacter sp. MSH1,374606,S,4376,1349,5725,0.00056
Ralstonia solanacearum,305,S,2254,1940,4194,0.00041
Streptomyces sp. Go-475,2072505,S,79,10,89,0.00001
Streptomyces gilvosporeus,553510,S,118,11,129,0.00001
Idiomarinaceae bacterium HL-53,1298881,S,48,3,51,0.00001
Pseudomonas virus EL,1984787,S,12,0,12,0
Actinoalloteichus sp. AHMU CJ021,2072503,S,207,21,228,0.00002
Streptomyces niveus,193462,S,253,22,275,0.00003
Aquaspirillum sp. LM1,1938604,S,8232,684,8916,0.00088
Brevundimonas sp. LM2,1938605,S,2743,200,2943,0.00029
Janthinobacterium sp. LM6,1938606,S,6243,1504,7747,0.00076
Sphingomonas sp. LM7,1938607,S,565,18,583,0.00006
Octadecabacter antarcticus,1217908,S,242,11,253,0.00002
Salinispora arenicola,168697,S,156,27,183,0.00002
Aeromonas virus phiO18P,393598,S,10,0,10,0
Fusobacterium hwasookii,1583098,S,79,88,167,0.00002
Caldithrix abyssi,187145,S,79,0,79,0.00001
Klebsiella virus KLPN1,1981041,S,14,3,17,0
Jeotgalibacillus malaysiensis,1508404,S,143,13,156,0.00002
Achromobacter sp. AONIH1,1758194,S,944,515,1459,0.00014
Serratia sp. SSNIH1,1758196,S,36,146,182,0.00002
Salinispora tropica,168695,S,96,18,114,0.00001
Corynebacterium minutissimum,38301,S,104,9,113,0.00001
Streptomyces pristinaespiralis,38300,S,109,11,120,0.00001
Olsenella sp. oral taxon 807,712411,S,315,12,327,0.00003
Corynebacterium mycetoides,38302,S,141,21,162,0.00002
Serratia proteamaculans,28151,S,510,23,533,0.00005
Escherichia virus Septima11,1987941,S,36,2,38,0
Yersinia kristensenii,28152,S,61,639,700,0.00007
Sinorhizobium americanum,194963,S,923,225,1148,0.00011
Lactobacillus curieae,1138822,S,49,1,50,0
Paenibacillus graminis,189425,S,48,7,55,0.00001
Hungateiclostridium clariflavum,288965,S,98,17,115,0.00001
Algoriphagus sp. M8-2,1727163,S,44,1,45,0
Corynebacterium frankenforstense,1230998,S,167,15,182,0.00002
Flavonifractor plautii,292800,S,3067,46,3113,0.00031
Pedobacter sp. PACM 27299,1727164,S,57,15,72,0.00001
Desulfobulbus sp. ORNL,1986146,S,1069,154,1223,0.00012
Stappia sp. ES.058,1881061,S,446,15,461,0.00005
Ottowia oryzae,2109914,S,64761,4478,69239,0.00682
Melaminivora sp. SC2-9,2109913,S,15541,4325,19866,0.00196
Pseudomonas frederiksbergensis,104087,S,1796,353,2149,0.00021
Friedmanniella luteola,546871,S,516,65,581,0.00006
Paenibacillus sp. BIHB4019,1870819,S,77,3,80,0.00001
Leptospira alstonii,28452,S,18,0,18,0
Aromatoleum aromaticum,551760,S,2124,100,2224,0.00022
Tenacibaculum todarodis,1850252,S,203,29,232,0.00002
Marivivens sp. JLT3646,1920883,S,137,88,225,0.00002
Marinobacter salarius,1420917,S,227,12,239,0.00002
Streptomyces sp. RTd22,1841249,S,162,12,174,0.00002
Enterobacteria phage K1F,344021,S,41,29,70,0.00001
Brucella sp. 09RB8471,1149952,S,62,46,108,0.00001
Escherichia virus K1E,344022,S,35,6,41,0
Rhodospirillaceae bacterium SCSIO 08040,2220096,S,399,49,448,0.00004
Wigglesworthia glossinidia,51229,S,15,0,15,0
Actinotignum sp. 313,2171980,S,119,5,124,0.00001
Streptomyces sp. 4F,1751294,S,90,14,104,0.00001
Bordetella hinzii,103855,S,1085,228,1313,0.00013
Methylomicrobium alcaliphilum,271065,S,124,2,126,0.00001
Alistipes finegoldii,214856,S,1408,152,1560,0.00015
Burkholderia pyrrocinia,60550,S,339,191,530,0.00005
Phaeobacter piscinae,1580596,S,663,568,1231,0.00012
Burkholderia vietnamiensis,60552,S,167,626,793,0.00008
Corynebacterium cystitidis,35757,S,35,0,35,0
Gordonia phage Lucky10,1821557,S,34,0,34,0
Flavobacterium johnsoniae,986,S,694,661,1355,0.00013
Kutzneria albida,43357,S,324,47,371,0.00004
Idiomarina sp. OT37-5b,2100422,S,90,8,98,0.00001
Shewanella marisflavi,260364,S,42,1,43,0
Gordonia phage GAL1,1647469,S,71,0,71,0.00001
Enterobacter cloacae complex sp.,2027919,S,1527,730,2257,0.00022
Geobacter uraniireducens,351604,S,161,3,164,0.00002
Mycobacterium virus JAMaL,1983107,S,19,10,29,0
Pseudomonas libanensis,75588,S,1245,909,2154,0.00021
Mycobacterium sp. JLS,164757,S,247,220,467,0.00005
Cytophaga hutchinsonii,985,S,97,2,99,0.00001
Methylomonas denitrificans,1538553,S,253,7,260,0.00003
Croceicoccus naphthovorans,1348774,S,735,957,1692,0.00017
Brachybacterium ginsengisoli,1331682,S,220,70,290,0.00003
Streptomyces sp. 769,1262452,S,55,11,66,0.00001
Arachidicoccus sp. KIS59-12,2341117,S,89,15,104,0.00001
Marinifilaceae bacterium SPP2,1717717,S,116,0,116,0.00001
Streptomyces sp. PAMC 26508,1265601,S,14,12,26,0
Dialister sp. Marseille-P5638,2161821,S,14408,770,15178,0.0015
Micromonospora echinaurantiaca,47857,S,146,56,202,0.00002
Desulfomonile tiedjei,2358,S,135,0,135,0.00001
Acinetobacter wuhouensis,1879050,S,5982,452,6434,0.00063
Flexistipes sinusarabici,2352,S,20,0,20,0
Haliscomenobacter hydrossis,2350,S,263,0,263,0.00003
Pseudomonas phage PaMx42,1175662,S,95,0,95,0.00001
Bacillus sp. OxB-1,98228,S,50,4,54,0.00001
Serratia sp. ATCC 39006,104623,S,107,1,108,0.00001
Corynebacterium sp. 2184,2079535,S,124,8,132,0.00001
Actinomyces sp. Z16,2079536,S,268,16,284,0.00003
Dickeya sp. NCPPB 3274,568766,S,36,2,38,0
Pantoea vagans,470934,S,1067,145,1212,0.00012
Kitasatospora aureofaciens,1894,S,130,43,173,0.00002
Shewanella sp. WE21,2029986,S,39,4,43,0
Streptomyces antibioticus,1890,S,105,14,119,0.00001
Halorhabdus tiamatea,430914,S,11,4,15,0
Streptomyces anulatus,1892,S,51,17,68,0.00001
Pseudomonas palleroniana,191390,S,1687,137,1824,0.00018
Hoeflea phototrophica,244596,S,425,38,463,0.00005
Shewanella sediminis,271097,S,48,1,49,0
Rubrobacter radiotolerans,42256,S,71,11,82,0.00001
Novosphingobium resinovorum,158500,S,2402,615,3017,0.0003
Ureaplasma urealyticum,2130,S,10,6,16,0
